review_id,text,label,source,language
2537fbdd-7875-4f61-b04b-3d20ca8dd1d0,สารคดีดราม่าเรื่องนี้ผิดหวัง. การเดินเรื่องไม่สมเหตุสมผล / บทพูดไม่สมเหตุสมผล / แต่ ตอนจบน่าประทับใจ. หวังว่าจะทำดีกว่านี้. พอได้อยู่,Negative,synthetic_netflix_like_thai,th
87099145-d8ab-4753-beda-bd6cbd5b5318,หนังแนวแอคชั่นเรื่องนี้ไม่ค่อยไหว. ความยาวพัง / จังหวะไม่โอเค. ตอนจบหักมุมดี. ส่วนตัวนะ จบแล้วเฉยๆ. ไม่ไหว 🥲,Negative,synthetic_netflix_like_thai,th
03e18dfb-bf75-4d1f-b731-ca170801b989,ดูแล้วรู้สึกเสียเวลาไปหน่อย. ตอนจบหลวมๆ / ความเข้มข้นไม่สมเหตุสมผล / แต่คือ บทพูดดีมาก. บางซีนคือเกินไป. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
72c200ee-fdf3-42af-9b3b-99373b91319e,อนิเมะสยองขวัญเรื่องนี้ผิดหวัง. ความเข้มข้นหลวมๆ / ความยาวหลวมๆ. ไม่แนะนำเท่าไร.,Negative,synthetic_netflix_like_thai,th
866c661e-092d-488e-aeb2-a1ff2a5f6282,สารคดีแนวโรแมนติกเรื่องนี้ไม่ค่อยไหว. บทพูดไม่โอเค้ / ตอนจบไม่สมเหตุสมผล. ส่วนตัวนะ หวังว่าจะทำดีกว่านี้.,Negative,synthetic_netflix_like_thai,th
b2713867-d85d-4cd2-9705-7be8027ea02a,ซีรีส์สืบสวนเรื่องนี้ผิดหวัง. ความเข้มข้นพัง / พล็อตหลวมๆ. มีหลายฉากที่ชอบมาก. หวังว่าจะทำดีกว่านี้. 💀,Negative,synthetic_netflix_like_thai,th
1474d2c6-bd0c-44c9-9978-d11c57102cec,หนังแนวทริลเลอร์เรื่องนี้ไม่ค่อยไหว. ตอนจบไม่โอเค / นักแสดงหลวมๆ. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
453a3ca8-6017-4479-83d9-6f15af36c51e,ดูแล้วรู้สึกเสียเวลาไปหน่อย. นักแสดงน่าเบื่อ / จังหวะไม่สมเหตุสมผล. จบแล้วเฉยๆ.สุดๆ,Negative,synthetic_netflix_like_thai,th
9072c08a-7626-436f-8444-a87171dfa9e4,หนังคอมเมดี้เรื่องนี้ผิดหวัง. จังหวะหลวมๆ / พล็อตไม่สมเหตุสมผล. ไม่แนะนำเท่าไร. 💀,Negative,synthetic_netflix_like_thai,th
3a30131b-4804-4f25-a6c2-dc389e3ded61,หนังคอมเมดี้เรื่องนี้ผิดหวัง. ตอนจบไม่สมเหตุสมผล / ความเข้มข้นน่าเบื่อ / แต่คือ พล็อตดีเกินคาด. คงไม่ดูซ้ำ. 😤,Negative,synthetic_netflix_like_thai,th
f2cfad26-6233-4932-a75f-1a1ca1b11ba8,ดูแล้วรู้สึกเสียเวลาไปหน่อย. ความยาวน่าเบื่อ / การเดินเรื่องไม่โอเค. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
4549a46e-6fce-4acb-85dc-717652eeb486,อนิเมะไซไฟเรื่องนี้ผิดหวัง. ตอนจบน่าเบื่อ / พล็อตไม่โอเค. ตอนจบหักมุมดี. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
aa288b85-d08b-4dff-b61c-ab45f7c7e8fd,หนังดราม่าเรื่องนี้ผิดหวัง. งานภาพน่าเบื่อ / จังหวะน่าเบื่อ. มีหลายฉากที่ชอบมาก. เอาจริงๆ จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
7bec5bc0-901b-4268-88f7-fbed66f5257f,ซีรีส์แนวดราม่าเรื่องนี้ไม่ค่อยไหว. งานภาพไม่โอเค / เพลงประกอบหลวมๆ. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
5c098b9f-9005-4d13-b43c-3e821eac6422,ดูแล้วรู้สึกเสียเวลาไปหน่อย. พล็อตไม่สมเหตุสมผล / จังหวะพัง. ตอนจบหักมุมดี. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
9e768ad7-bd4f-4609-8b92-7233a6b55f57,สารคดีสยองขวัญเรื่องนี้ผิดหวัง. บทพูดไม่โอเค / ตอนจบหลวมๆ / แต่ก็ ความยาวน่าประทับใจ. ตอนท้ายทำดี. คงไม่ดูซ้ำ. เกินไป,Negative,synthetic_netflix_like_thai,th
48e36f31-d920-4018-9169-aebee96b2a22,หนังแนวสืบสวนเรื่องนี้ไม่ค่อยไหว. เพลงประกอบน่าเบื่อ / งานภาพพัง. มีหลายฉากที่ชอบมาก. หวังว่าจะทำดีกว่านี้.,Negative,synthetic_netflix_like_thai,th
324602b2-7647-4e82-bc70-e964744807cb,ซีรีส์แนวสยองขวัญเรื่องนี้ไม่ค่อยไหว. การเดินเรื่องไม่สมเหตุสมผล / จังหวะน่าเบื่อ / แต่คือ งานภาพน่าประทับใจ. ตอนจบหักมุมดี. ส่วนตัวนะ หวังว่าจะทำดีกว่านี้.,Negative,synthetic_netflix_like_thai,th
c5377503-73fb-4803-895e-e141b8e44368,ดูแล้วรู้สึกเสียเวลาไปหน่อย. ตอนจบไม่โอเค / เพลงประกอบพัง. คงไม่ดูซ้ำ. ดีงาม 😒,Negative,synthetic_netflix_like_thai,th
a572d055-73f3-45b9-85f2-3f5d1f651a96,สารคดีคอมเมดี้เรื่องนี้ผิดหวัง. พล็อตน่าเบื่อ / บทพูดไม่โอเค. โดยรวม หวังว่าจะทำดีกว่านี้. 😒,Negative,synthetic_netflix_like_thai,th
14641cc6-ac9c-4c83-8f7f-c014a84bf428,ดูแล้วรู้สึกเสียเวลาไปหน่อย. บทพูดไม่โอเค / ความยาวไม่สมเหตุสมผล / แต่ จังหวะดีมาก. สำหรับเรา จบแล้วเฉยๆ. 🤦,Negative,synthetic_netflix_like_thai,th
b5be3970-f247-42ef-8aec-f2c1d2f7561f,หนังคอมเมดี้เรื่องนี้ผิดหวัง. เพลงประกอบพัง / พล็อตน่าเบื่อ / ทว่า เพลงประกอบดีเกินคาด. โดยรวม คงไม่ดูซ้ำ. 😤มากกก,Negative,synthetic_netflix_like_thai,th
020c9555-a075-4b13-a962-996493b47016,ดูแล้วรู้สึกเสียเวลาไปหน่อย. บทพูดไม่สมเหตุสมผล / ตอนจบไม่โอเค. ถ้าใครชอบแนวนี้ จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
0615267e-93fc-47f3-bc9c-38d766be913f,ดูแล้วรู้สึกเสียเวลาไปหน่อย. การเดินเรื่องพัง / จังหวะพัง. คงไม่ดูซ้ำ. 😒,Negative,synthetic_netflix_like_thai,th
9066097c-6b1b-42b1-8de1-dcdb473e5e80,สารคดีแนวโรแมนติกเรื่องนี้ไม่ค่อยไหว. ความเข้มข้นหลวมๆ / การเดินเรื่องหลวมๆ. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
85225534-be74-4e66-b666-8d3d0529aa02,สารคดีคอมเมดี้เรื่องนี้ผิดหวัง. ตอนจบน่าเบื่อ / พล็อตพัง. บางซีนคือเกินไป. ส่วนตัวนะ ไม่แนะนำเท่าไร.,Negative,synthetic_netflix_like_thai,th
f1124ed9-0d8d-458d-a846-11b6ab62cdb3,ดูแล้วรู้สึกเสียเวลาไปหน่อย. บทพูดหลวมๆ / การเดินเรื่องไม่โอเค / แต่คือ เพลงประกอบทำถึง. คงไม่ดูซ้ำ.,Negative,synthetic_netflix_like_thai,th
95af148b-ab79-48aa-bb14-4775d560f445,หนังแนวสยองขวัญเรื่องนี้ไม่ค่อยไหว. จังหวะไม่โอเค / งานภาพน่าเบื่อ. ถ้าใครชอบแนวนี้ ไม่แนะนำเท่าไร. พอได้อยู่ 🥲,Negative,synthetic_netflix_like_thai,th
0db914cb-741e-4cc3-9c43-f85bddca805b,ซีรีส์แนวดราม่าเรื่องนี้ไม่ค่อยไหว. บทพูดน่าเบื่อ / ความเข้มข้นพัง. จบแล้วเฉยๆ.,Negative,synthetic_netflix_like_thai,th
